"","Country.Code","datatopic","percountry_indicators"
"2394","BWA","Economic Policy & Debt: National accounts: Adjusted savings & income",28
"2395","BWA","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"2396","BWA","Economic Policy & Debt: National accounts: Growth rates",16
"2397","BWA","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",7
"2398","BWA","Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"2399","BWA","Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"2400","BWA","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",4
"2401","BWA","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"2402","BWA","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"2403","BWA","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",4
"2404","BWA","Economic Policy & Debt: National accounts: Shares of GDP & other",25
"2405","BWA","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"2406","BWA","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"2407","BWA","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"2408","BWA","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"2409","BWA","Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"2410","BWA","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"2411","BWA","Economic Policy & Debt: Official development assistance",52
"2412","BWA","Economic Policy & Debt: Purchasing power parity",13
"2413","BWA","Education: Efficiency",21
"2414","BWA","Education: Inputs",40
"2415","BWA","Education: Outcomes",48
"2416","BWA","Education: Participation",44
"2417","BWA","Employment and Time Use",1
"2418","BWA","Environment: Agricultural production",10
"2419","BWA","Environment: Biodiversity & protected areas",6
"2420","BWA","Environment: Density & urbanization",8
"2421","BWA","Environment: Emissions",5
"2422","BWA","Environment: Energy production & use",27
"2423","BWA","Environment: Freshwater",9
"2424","BWA","Environment: Land use",24
"2425","BWA","Environment: Natural resources contribution to GDP",6
"2426","BWA","Financial Sector: Access",14
"2427","BWA","Financial Sector: Assets",14
"2428","BWA","Financial Sector: Capital markets",7
"2429","BWA","Financial Sector: Exchange rates & prices",8
"2430","BWA","Financial Sector: Interest rates",4
"2431","BWA","Financial Sector: Monetary holdings (liabilities)",4
"2432","BWA","Gender: Agency",2
"2433","BWA","Gender: Public life & decision making",1
"2434","BWA","Health",2
"2435","BWA","Health: Disease prevention",16
"2436","BWA","Health: Health systems",22
"2437","BWA","Health: Mortality",39
"2438","BWA","Health: Nutrition",26
"2439","BWA","Health: Population: Dynamics",11
"2440","BWA","Health: Population: Structure",58
"2441","BWA","Health: Reproductive health",15
"2442","BWA","Health: Risk factors",31
"2443","BWA","Health: Universal Health Coverage",12
"2444","BWA","Infrastructure: Communications",15
"2445","BWA","Infrastructure: Technology",13
"2446","BWA","Infrastructure: Transportation",6
"2447","BWA","Poverty: Income distribution",9
"2448","BWA","Poverty: Poverty rates",10
"2449","BWA","Poverty: Shared prosperity",5
"2450","BWA","Private Sector & Trade: Business environment",54
"2451","BWA","Private Sector & Trade: Exports",23
"2452","BWA","Private Sector & Trade: Imports",23
"2453","BWA","Private Sector & Trade: Private infrastructure investment",5
"2454","BWA","Private Sector & Trade: Total merchandise trade",1
"2455","BWA","Private Sector & Trade: Trade facilitation",14
"2456","BWA","Private Sector & Trade: Trade price indices",2
"2457","BWA","Private Sector & Trade: Travel & tourism",9
"2458","BWA","Public Sector: Conflict & fragility",3
"2459","BWA","Public Sector: Defense & arms trade",7
"2460","BWA","Public Sector: Government finance",1
"2461","BWA","Public Sector: Government finance: Deficit & financing",10
"2462","BWA","Public Sector: Government finance: Expense",13
"2463","BWA","Public Sector: Government finance: Revenue",20
"2464","BWA","Public Sector: Policy & institutions",51
"2465","BWA","Social Protection & Labor: Economic activity",41
"2466","BWA","Social Protection & Labor: Labor force structure",28
"2467","BWA","Social Protection & Labor: Migration",5
"2468","BWA","Social Protection & Labor: Performance",27
"2469","BWA","Social Protection & Labor: Unemployment",27
"2470","BWA","Trade",30
"2471","CAF","",39
"2472","CAF","Economic Policy & Debt: Balance of payments: Capital & financial account",9
"2473","CAF","Economic Policy & Debt: Balance of payments: Current account: Balances",4
"2474","CAF","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",20
"2475","CAF","Economic Policy & Debt: Balance of payments: Current account: Transfers",6
"2476","CAF","Economic Policy & Debt: Balance of payments: Reserves & other items",6
"2477","CAF","Economic Policy & Debt: External debt: Debt outstanding",8
"2478","CAF","Economic Policy & Debt: External debt: Debt ratios & other items",10
"2479","CAF","Economic Policy & Debt: External debt: Debt service",5
"2480","CAF","Economic Policy & Debt: External debt: Net flows",11
"2481","CAF","Economic Policy & Debt: National accounts: Adjusted savings & income",28
"2482","CAF","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"2483","CAF","Economic Policy & Debt: National accounts: Growth rates",16
"2484","CAF","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",7
"2485","CAF","Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"2486","CAF","Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"2487","CAF","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"2488","CAF","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"2489","CAF","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"2490","CAF","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"2491","CAF","Economic Policy & Debt: National accounts: Shares of GDP & other",25
"2492","CAF","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"2493","CAF","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"2494","CAF","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"2495","CAF","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"2496","CAF","Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"2497","CAF","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"2498","CAF","Economic Policy & Debt: Official development assistance",57
"2499","CAF","Economic Policy & Debt: Purchasing power parity",13
"2500","CAF","Education: Efficiency",21
"2501","CAF","Education: Inputs",28
"2502","CAF","Education: Outcomes",31
"2503","CAF","Education: Participation",44
"2504","CAF","Employment and Time Use",1
"2505","CAF","Environment: Agricultural production",10
"2506","CAF","Environment: Biodiversity & protected areas",6
"2507","CAF","Environment: Density & urbanization",10
"2508","CAF","Environment: Emissions",5
"2509","CAF","Environment: Energy production & use",9
"2510","CAF","Environment: Freshwater",9
"2511","CAF","Environment: Land use",22
"2512","CAF","Environment: Natural resources contribution to GDP",6
"2513","CAF","Financial Sector: Access",13
"2514","CAF","Financial Sector: Assets",12
"2515","CAF","Financial Sector: Exchange rates & prices",9
"2516","CAF","Financial Sector: Interest rates",1
"2517","CAF","Financial Sector: Monetary holdings (liabilities)",4
"2518","CAF","Gender: Agency",2
"2519","CAF","Gender: Health",1
"2520","CAF","Gender: Public life & decision making",1
"2521","CAF","Health",2
"2522","CAF","Health: Disease prevention",26
"2523","CAF","Health: Health systems",22
"2524","CAF","Health: Mortality",39
"2525","CAF","Health: Nutrition",26
"2526","CAF","Health: Population: Dynamics",12
"2527","CAF","Health: Population: Structure",58
"2528","CAF","Health: Reproductive health",16
"2529","CAF","Health: Risk factors",29
"2530","CAF","Health: Universal Health Coverage",12
"2531","CAF","Infrastructure: Communications",11
"2532","CAF","Infrastructure: Technology",4
"2533","CAF","Infrastructure: Transportation",3
"2534","CAF","Poverty: Income distribution",9
"2535","CAF","Poverty: Poverty rates",9
"2536","CAF","Poverty: Shared prosperity",1
"2537","CAF","Private Sector & Trade: Business environment",52
"2538","CAF","Private Sector & Trade: Exports",23
"2539","CAF","Private Sector & Trade: Imports",23
"2540","CAF","Private Sector & Trade: Total merchandise trade",1
"2541","CAF","Private Sector & Trade: Trade facilitation",15
"2542","CAF","Private Sector & Trade: Trade price indices",2
"2543","CAF","Private Sector & Trade: Travel & tourism",8
"2544","CAF","Public Sector: Conflict & fragility",7
"2545","CAF","Public Sector: Defense & arms trade",7
"2546","CAF","Public Sector: Government finance",1
"2547","CAF","Public Sector: Government finance: Deficit & financing",8
"2548","CAF","Public Sector: Government finance: Expense",11
"2549","CAF","Public Sector: Government finance: Revenue",22
"2550","CAF","Public Sector: Policy & institutions",66
"2551","CAF","Social Protection & Labor: Economic activity",52
"2552","CAF","Social Protection & Labor: Labor force structure",19
"2553","CAF","Social Protection & Labor: Migration",5
"2554","CAF","Social Protection & Labor: Unemployment",9
"2555","CAF","Trade",30
"2556","CAN","",43
"2557","CAN","Economic Policy & Debt: Balance of payments: Capital & financial account",11
"2558","CAN","Economic Policy & Debt: Balance of payments: Current account: Balances",4
"2559","CAN","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"2560","CAN","Economic Policy & Debt: Balance of payments: Current account: Transfers",6
"2561","CAN","Economic Policy & Debt: Balance of payments: Reserves & other items",3
"2562","CAN","Economic Policy & Debt: National accounts: Adjusted savings & income",28
"2563","CAN","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"2564","CAN","Economic Policy & Debt: National accounts: Growth rates",16
"2565","CAN","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",7
"2566","CAN","Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",10
"2567","CAN","Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"2568","CAN","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",4
"2569","CAN","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"2570","CAN","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",13
"2571","CAN","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",4
"2572","CAN","Economic Policy & Debt: National accounts: Shares of GDP & other",24
"2573","CAN","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"2574","CAN","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"2575","CAN","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"2576","CAN","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"2577","CAN","Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"2578","CAN","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"2579","CAN","Economic Policy & Debt: Official development assistance",5
"2580","CAN","Economic Policy & Debt: Purchasing power parity",13
"2581","CAN","Education: Efficiency",15
"2582","CAN","Education: Inputs",24
"2583","CAN","Education: Outcomes",39
"2584","CAN","Education: Participation",44
"2585","CAN","Employment and Time Use",1
"2586","CAN","Environment: Agricultural production",11
"2587","CAN","Environment: Biodiversity & protected areas",7
"2588","CAN","Environment: Density & urbanization",11
"2589","CAN","Environment: Emissions",5
"2590","CAN","Environment: Energy production & use",27
"2591","CAN","Environment: Freshwater",9
"2592","CAN","Environment: Land use",24
"2593","CAN","Environment: Natural resources contribution to GDP",6
"2594","CAN","Financial Sector: Access",12
"2595","CAN","Financial Sector: Assets",14
"2596","CAN","Financial Sector: Capital markets",7
"2597","CAN","Financial Sector: Exchange rates & prices",9
"2598","CAN","Financial Sector: Interest rates",5
"2599","CAN","Financial Sector: Monetary holdings (liabilities)",4
"2600","CAN","Gender: Participation & access",2
"2601","CAN","Gender: Public life & decision making",1
"2602","CAN","Health",2
"2603","CAN","Health: Disease prevention",15
"2604","CAN","Health: Health systems",22
"2605","CAN","Health: Mortality",39
"2606","CAN","Health: Nutrition",8
"2607","CAN","Health: Population: Dynamics",10
"2608","CAN","Health: Population: Structure",58
"2609","CAN","Health: Reproductive health",11
"2610","CAN","Health: Risk factors",27
"2611","CAN","Health: Universal Health Coverage",12
"2612","CAN","Infrastructure: Communications",15
"2613","CAN","Infrastructure: Technology",13
"2614","CAN","Infrastructure: Transportation",8
"2615","CAN","Poverty: Income distribution",9
"2616","CAN","Poverty: Poverty rates",7
"2617","CAN","Poverty: Shared prosperity",5
"2618","CAN","Private Sector & Trade: Business environment",31
"2619","CAN","Private Sector & Trade: Exports",22
"2620","CAN","Private Sector & Trade: Imports",22
"2621","CAN","Private Sector & Trade: Total merchandise trade",1
"2622","CAN","Private Sector & Trade: Trade facilitation",16
"2623","CAN","Private Sector & Trade: Trade price indices",2
"2624","CAN","Private Sector & Trade: Travel & tourism",10
"2625","CAN","Public Sector: Conflict & fragility",4
"2626","CAN","Public Sector: Defense & arms trade",8
"2627","CAN","Public Sector: Government finance: Deficit & financing",10
"2628","CAN","Public Sector: Government finance: Expense",13
"2629","CAN","Public Sector: Government finance: Revenue",16
"2630","CAN","Public Sector: Policy & institutions",51
"2631","CAN","Social Protection & Labor: Economic activity",40
"2632","CAN","Social Protection & Labor: Labor force structure",28
"2633","CAN","Social Protection & Labor: Migration",5
"2634","CAN","Social Protection & Labor: Unemployment",27
"2635","CAN","Trade",30
"2636","CHE","",43
"2637","CHE","Economic Policy & Debt: Balance of payments: Capital & financial account",11
"2638","CHE","Economic Policy & Debt: Balance of payments: Current account: Balances",4
"2639","CHE","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"2640","CHE","Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"2641","CHE","Economic Policy & Debt: Balance of payments: Reserves & other items",3
"2642","CHE","Economic Policy & Debt: National accounts: Adjusted savings & income",28
"2643","CHE","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"2644","CHE","Economic Policy & Debt: National accounts: Growth rates",16
"2645","CHE","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"2646","CHE","Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",10
"2647","CHE","Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"2648","CHE","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",4
"2649","CHE","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"2650","CHE","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",13
"2651","CHE","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",4
"2652","CHE","Economic Policy & Debt: National accounts: Shares of GDP & other",24
"2653","CHE","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"2654","CHE","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"2655","CHE","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"2656","CHE","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"2657","CHE","Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"2658","CHE","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"2659","CHE","Economic Policy & Debt: Official development assistance",5
"2660","CHE","Economic Policy & Debt: Purchasing power parity",13
"2661","CHE","Education: Efficiency",21
"2662","CHE","Education: Inputs",27
"2663","CHE","Education: Outcomes",33
"2664","CHE","Education: Participation",44
"2665","CHE","Employment and Time Use",1
"2666","CHE","Environment: Agricultural production",11
"2667","CHE","Environment: Biodiversity & protected areas",6
"2668","CHE","Environment: Density & urbanization",11
"2669","CHE","Environment: Emissions",5
"2670","CHE","Environment: Energy production & use",27
"2671","CHE","Environment: Freshwater",9
"2672","CHE","Environment: Land use",24
"2673","CHE","Environment: Natural resources contribution to GDP",6
"2674","CHE","Financial Sector: Access",12
"2675","CHE","Financial Sector: Assets",10
"2676","CHE","Financial Sector: Capital markets",7
"2677","CHE","Financial Sector: Exchange rates & prices",9
"2678","CHE","Financial Sector: Interest rates",4
"2679","CHE","Financial Sector: Monetary holdings (liabilities)",4
"2680","CHE","Gender: Participation & access",2
"2681","CHE","Gender: Public life & decision making",1
"2682","CHE","Health",2
"2683","CHE","Health: Disease prevention",15
"2684","CHE","Health: Health systems",22
"2685","CHE","Health: Mortality",39
"2686","CHE","Health: Nutrition",6
"2687","CHE","Health: Population: Dynamics",10
"2688","CHE","Health: Population: Structure",58
"2689","CHE","Health: Reproductive health",10
"2690","CHE","Health: Risk factors",20
"2691","CHE","Health: Universal Health Coverage",12
"2692","CHE","Infrastructure: Communications",15
"2693","CHE","Infrastructure: Technology",13
"2694","CHE","Infrastructure: Transportation",7
"2695","CHE","Poverty: Income distribution",9
"2696","CHE","Poverty: Poverty rates",9
"2697","CHE","Poverty: Shared prosperity",5
"2698","CHE","Private Sector & Trade: Business environment",31
"2699","CHE","Private Sector & Trade: Exports",22
"2700","CHE","Private Sector & Trade: Imports",22
"2701","CHE","Private Sector & Trade: Total merchandise trade",1
"2702","CHE","Private Sector & Trade: Trade facilitation",16
"2703","CHE","Private Sector & Trade: Trade price indices",2
"2704","CHE","Private Sector & Trade: Travel & tourism",10
"2705","CHE","Public Sector: Conflict & fragility",4
"2706","CHE","Public Sector: Defense & arms trade",8
"2707","CHE","Public Sector: Government finance",1
"2708","CHE","Public Sector: Government finance: Deficit & financing",10
"2709","CHE","Public Sector: Government finance: Expense",13
"2710","CHE","Public Sector: Government finance: Revenue",20
"2711","CHE","Public Sector: Policy & institutions",51
"2712","CHE","Social Protection & Labor: Economic activity",41
"2713","CHE","Social Protection & Labor: Labor force structure",28
"2714","CHE","Social Protection & Labor: Migration",5
"2715","CHE","Social Protection & Labor: Unemployment",27
"2716","CHE","Trade",25
"2717","CHI","Economic Policy & Debt: National accounts: Adjusted savings & income",2
"2718","CHI","Economic Policy & Debt: National accounts: Growth rates",6
"2719","CHI","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",4
"2720","CHI","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"2721","CHI","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",8
"2722","CHI","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"2723","CHI","Economic Policy & Debt: National accounts: Shares of GDP & other",4
"2724","CHI","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",2
"2725","CHI","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",6
"2726","CHI","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"2727","CHI","Environment: Agricultural production",3
"2728","CHI","Environment: Density & urbanization",7
"2729","CHI","Environment: Energy production & use",4
"2730","CHI","Environment: Land use",10
"2731","CHI","Environment: Natural resources contribution to GDP",3
"2732","CHI","Financial Sector: Capital markets",6
"2733","CHI","Financial Sector: Exchange rates & prices",6
"2734","CHI","Health: Health systems",3
"2735","CHI","Health: Mortality",7
"2736","CHI","Health: Population: Dynamics",6
"2737","CHI","Health: Population: Structure",58
"2738","CHI","Health: Reproductive health",2
"2739","CHI","Health: Risk factors",1
"2740","CHI","Public Sector: Conflict & fragility",2
"2741","CHI","Public Sector: Policy & institutions",1
"2742","CHI","Social Protection & Labor: Economic activity",30
"2743","CHI","Social Protection & Labor: Labor force structure",12
"2744","CHI","Social Protection & Labor: Migration",3
"2745","CHI","Social Protection & Labor: Unemployment",9
"2746","CHL","",43
"2747","CHL","Economic Policy & Debt: Balance of payments: Capital & financial account",11
"2748","CHL","Economic Policy & Debt: Balance of payments: Current account: Balances",4
"2749","CHL","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"2750","CHL","Economic Policy & Debt: Balance of payments: Current account: Transfers",6
"2751","CHL","Economic Policy & Debt: Balance of payments: Reserves & other items",5
"2752","CHL","Economic Policy & Debt: External debt: Net flows",3
"2753","CHL","Economic Policy & Debt: National accounts: Adjusted savings & income",28
"2754","CHL","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"2755","CHL","Economic Policy & Debt: National accounts: Growth rates",16
"2756","CHL","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",7
"2757","CHL","Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"2758","CHL","Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"2759","CHL","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",4
"2760","CHL","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"2761","CHL","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",13
"2762","CHL","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"2763","CHL","Economic Policy & Debt: National accounts: Shares of GDP & other",24
"2764","CHL","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"2765","CHL","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"2766","CHL","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"2767","CHL","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"2768","CHL","Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"2769","CHL","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"2770","CHL","Economic Policy & Debt: Official development assistance",53
"2771","CHL","Economic Policy & Debt: Purchasing power parity",13
"2772","CHL","Education: Efficiency",21
"2773","CHL","Education: Inputs",27
"2774","CHL","Education: Outcomes",49
"2775","CHL","Education: Participation",44
"2776","CHL","Employment and Time Use",1
"2777","CHL","Environment: Agricultural production",11
"2778","CHL","Environment: Biodiversity & protected areas",7
"2779","CHL","Environment: Density & urbanization",12
"2780","CHL","Environment: Emissions",5
"2781","CHL","Environment: Energy production & use",27
"2782","CHL","Environment: Freshwater",9
"2783","CHL","Environment: Land use",24
"2784","CHL","Environment: Natural resources contribution to GDP",6
"2785","CHL","Financial Sector: Access",13
"2786","CHL","Financial Sector: Assets",14
"2787","CHL","Financial Sector: Capital markets",7
"2788","CHL","Financial Sector: Exchange rates & prices",9
"2789","CHL","Financial Sector: Interest rates",4
"2790","CHL","Financial Sector: Monetary holdings (liabilities)",4
"2791","CHL","Gender: Participation & access",2
"2792","CHL","Gender: Public life & decision making",1
"2793","CHL","Health",2
"2794","CHL","Health: Disease prevention",16
"2795","CHL","Health: Health systems",22
"2796","CHL","Health: Mortality",39
"2797","CHL","Health: Nutrition",21
"2798","CHL","Health: Population: Dynamics",8
"2799","CHL","Health: Population: Structure",58
"2800","CHL","Health: Reproductive health",11
"2801","CHL","Health: Risk factors",29
"2802","CHL","Health: Universal Health Coverage",12
"2803","CHL","Infrastructure: Communications",15
"2804","CHL","Infrastructure: Technology",13
"2805","CHL","Infrastructure: Transportation",8
"2806","CHL","Poverty: Income distribution",9
"2807","CHL","Poverty: Poverty rates",9
"2808","CHL","Poverty: Shared prosperity",5
"2809","CHL","Private Sector & Trade: Business environment",54
"2810","CHL","Private Sector & Trade: Exports",22
"2811","CHL","Private Sector & Trade: Imports",22
"2812","CHL","Private Sector & Trade: Total merchandise trade",1
"2813","CHL","Private Sector & Trade: Trade facilitation",16
"2814","CHL","Private Sector & Trade: Trade price indices",2
"2815","CHL","Private Sector & Trade: Travel & tourism",10
"2816","CHL","Public Sector: Conflict & fragility",4
"2817","CHL","Public Sector: Defense & arms trade",8
"2818","CHL","Public Sector: Government finance",1
"2819","CHL","Public Sector: Government finance: Deficit & financing",10
"2820","CHL","Public Sector: Government finance: Expense",13
"2821","CHL","Public Sector: Government finance: Revenue",20
"2822","CHL","Public Sector: Policy & institutions",51
"2823","CHL","Social Protection & Labor: Economic activity",64
"2824","CHL","Social Protection & Labor: Labor force structure",28
"2825","CHL","Social Protection & Labor: Migration",5
"2826","CHL","Social Protection & Labor: Performance",27
"2827","CHL","Social Protection & Labor: Unemployment",27
"2828","CHL","Trade",30
"2829","CHN","",43
"2830","CHN","Economic Policy & Debt: Balance of payments: Capital & financial account",11
"2831","CHN","Economic Policy & Debt: Balance of payments: Current account: Balances",4
"2832","CHN","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"2833","CHN","Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"2834","CHN","Economic Policy & Debt: Balance of payments: Reserves & other items",6
"2835","CHN","Economic Policy & Debt: External debt: Debt outstanding",10
"2836","CHN","Economic Policy & Debt: External debt: Debt ratios & other items",10
"2837","CHN","Economic Policy & Debt: External debt: Debt service",5
"2838","CHN","Economic Policy & Debt: External debt: Net flows",18
"2839","CHN","Economic Policy & Debt: National accounts: Adjusted savings & income",28
"2840","CHN","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"2841","CHN","Economic Policy & Debt: National accounts: Growth rates",11
"2842","CHN","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",5
"2843","CHN","Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",4
"2844","CHN","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",3
"2845","CHN","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",9
"2846","CHN","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"2847","CHN","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",4
"2848","CHN","Economic Policy & Debt: National accounts: Shares of GDP & other",25
"2849","CHN","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",4
"2850","CHN","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"2851","CHN","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"2852","CHN","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",7
"2853","CHN","Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"2854","CHN","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"2855","CHN","Economic Policy & Debt: Official development assistance",54
"2856","CHN","Economic Policy & Debt: Purchasing power parity",13
"2857","CHN","Education: Efficiency",21
"2858","CHN","Education: Inputs",27
"2859","CHN","Education: Outcomes",43
"2860","CHN","Education: Participation",38
"2861","CHN","Employment and Time Use",1
"2862","CHN","Environment: Agricultural production",11
"2863","CHN","Environment: Biodiversity & protected areas",7
"2864","CHN","Environment: Density & urbanization",11
"2865","CHN","Environment: Emissions",5
"2866","CHN","Environment: Energy production & use",27
"2867","CHN","Environment: Freshwater",9
"2868","CHN","Environment: Land use",22
"2869","CHN","Environment: Natural resources contribution to GDP",6
"2870","CHN","Financial Sector: Access",14
"2871","CHN","Financial Sector: Assets",10
"2872","CHN","Financial Sector: Capital markets",7
"2873","CHN","Financial Sector: Exchange rates & prices",10
"2874","CHN","Financial Sector: Interest rates",4
"2875","CHN","Financial Sector: Monetary holdings (liabilities)",4
"2876","CHN","Gender: Agency",2
"2877","CHN","Gender: Participation & access",2
"2878","CHN","Gender: Public life & decision making",1
"2879","CHN","Health: Disease prevention",19
"2880","CHN","Health: Health systems",23
"2881","CHN","Health: Mortality",39
"2882","CHN","Health: Nutrition",25
"2883","CHN","Health: Population: Dynamics",7
"2884","CHN","Health: Population: Structure",58
"2885","CHN","Health: Reproductive health",12
"2886","CHN","Health: Risk factors",18
"2887","CHN","Health: Universal Health Coverage",12
"2888","CHN","Infrastructure: Communications",15
"2889","CHN","Infrastructure: Technology",12
"2890","CHN","Infrastructure: Transportation",8
"2891","CHN","Poverty: Income distribution",9
"2892","CHN","Poverty: Poverty rates",9
"2893","CHN","Poverty: Shared prosperity",5
"2894","CHN","Private Sector & Trade: Business environment",54
"2895","CHN","Private Sector & Trade: Exports",23
"2896","CHN","Private Sector & Trade: Imports",23
"2897","CHN","Private Sector & Trade: Private infrastructure investment",8
"2898","CHN","Private Sector & Trade: Total merchandise trade",1
"2899","CHN","Private Sector & Trade: Trade facilitation",16
"2900","CHN","Private Sector & Trade: Trade price indices",2
"2901","CHN","Private Sector & Trade: Travel & tourism",10
