"","Country.Code","datatopic","percountry_indicators"
"4266","DOM","Financial Sector: Access",15
"4267","DOM","Financial Sector: Assets",14
"4268","DOM","Financial Sector: Exchange rates & prices",10
"4269","DOM","Financial Sector: Interest rates",4
"4270","DOM","Financial Sector: Monetary holdings (liabilities)",4
"4271","DOM","Gender: Agency",2
"4272","DOM","Gender: Health",7
"4273","DOM","Gender: Participation & access",2
"4274","DOM","Gender: Public life & decision making",3
"4275","DOM","Health",2
"4276","DOM","Health: Disease prevention",26
"4277","DOM","Health: Health systems",20
"4278","DOM","Health: Mortality",39
"4279","DOM","Health: Nutrition",29
"4280","DOM","Health: Population: Dynamics",13
"4281","DOM","Health: Population: Structure",58
"4282","DOM","Health: Reproductive health",16
"4283","DOM","Health: Risk factors",31
"4284","DOM","Health: Universal Health Coverage",10
"4285","DOM","Infrastructure: Communications",15
"4286","DOM","Infrastructure: Technology",10
"4287","DOM","Infrastructure: Transportation",5
"4288","DOM","Poverty: Income distribution",9
"4289","DOM","Poverty: Poverty rates",10
"4290","DOM","Poverty: Shared prosperity",5
"4291","DOM","Private Sector & Trade: Business environment",26
"4292","DOM","Private Sector & Trade: Exports",23
"4293","DOM","Private Sector & Trade: Imports",23
"4294","DOM","Private Sector & Trade: Private infrastructure investment",4
"4295","DOM","Private Sector & Trade: Total merchandise trade",1
"4296","DOM","Private Sector & Trade: Trade facilitation",8
"4297","DOM","Private Sector & Trade: Trade price indices",2
"4298","DOM","Private Sector & Trade: Travel & tourism",9
"4299","DOM","Public Sector: Conflict & fragility",4
"4300","DOM","Public Sector: Defense & arms trade",8
"4301","DOM","Public Sector: Government finance",1
"4302","DOM","Public Sector: Government finance: Deficit & financing",10
"4303","DOM","Public Sector: Government finance: Expense",13
"4304","DOM","Public Sector: Government finance: Revenue",22
"4305","DOM","Public Sector: Policy & institutions",51
"4306","DOM","Social Protection & Labor: Economic activity",74
"4307","DOM","Social Protection & Labor: Labor force structure",28
"4308","DOM","Social Protection & Labor: Migration",9
"4309","DOM","Social Protection & Labor: Unemployment",27
"4310","DOM","Trade",24
"4311","DOM",NA,19
"4312","DZA","Economic Policy & Debt: Balance of payments: Capital & financial account",11
"4313","DZA","Economic Policy & Debt: Balance of payments: Current account: Balances",4
"4314","DZA","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"4315","DZA","Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"4316","DZA","Economic Policy & Debt: Balance of payments: Reserves & other items",6
"4317","DZA","Economic Policy & Debt: External debt: Debt outstanding",9
"4318","DZA","Economic Policy & Debt: External debt: Debt ratios & other items",11
"4319","DZA","Economic Policy & Debt: External debt: Debt service",5
"4320","DZA","Economic Policy & Debt: External debt: Net flows",17
"4321","DZA","Economic Policy & Debt: National accounts: Adjusted savings & income",28
"4322","DZA","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"4323","DZA","Economic Policy & Debt: National accounts: Growth rates",16
"4324","DZA","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",7
"4325","DZA","Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"4326","DZA","Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"4327","DZA","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"4328","DZA","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"4329","DZA","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"4330","DZA","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"4331","DZA","Economic Policy & Debt: National accounts: Shares of GDP & other",25
"4332","DZA","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"4333","DZA","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"4334","DZA","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"4335","DZA","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"4336","DZA","Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"4337","DZA","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"4338","DZA","Economic Policy & Debt: Official development assistance",57
"4339","DZA","Economic Policy & Debt: Purchasing power parity",13
"4340","DZA","Education: Efficiency",21
"4341","DZA","Education: Inputs",32
"4342","DZA","Education: Outcomes",49
"4343","DZA","Education: Participation",44
"4344","DZA","Employment and Time Use",1
"4345","DZA","Environment: Agricultural production",11
"4346","DZA","Environment: Biodiversity & protected areas",7
"4347","DZA","Environment: Density & urbanization",12
"4348","DZA","Environment: Emissions",48
"4349","DZA","Environment: Energy production & use",27
"4350","DZA","Environment: Freshwater",9
"4351","DZA","Environment: Land use",24
"4352","DZA","Environment: Natural resources contribution to GDP",6
"4353","DZA","Financial Sector: Access",13
"4354","DZA","Financial Sector: Assets",12
"4355","DZA","Financial Sector: Capital markets",2
"4356","DZA","Financial Sector: Exchange rates & prices",9
"4357","DZA","Financial Sector: Interest rates",5
"4358","DZA","Financial Sector: Monetary holdings (liabilities)",4
"4359","DZA","Gender: Agency",2
"4360","DZA","Gender: Participation & access",2
"4361","DZA","Gender: Public life & decision making",1
"4362","DZA","Health",2
"4363","DZA","Health: Disease prevention",23
"4364","DZA","Health: Health systems",21
"4365","DZA","Health: Mortality",39
"4366","DZA","Health: Nutrition",29
"4367","DZA","Health: Population: Dynamics",11
"4368","DZA","Health: Population: Structure",58
"4369","DZA","Health: Reproductive health",13
"4370","DZA","Health: Risk factors",31
"4371","DZA","Health: Universal Health Coverage",5
"4372","DZA","Infrastructure: Communications",15
"4373","DZA","Infrastructure: Technology",13
"4374","DZA","Infrastructure: Transportation",8
"4375","DZA","Poverty: Income distribution",9
"4376","DZA","Poverty: Poverty rates",9
"4377","DZA","Poverty: Shared prosperity",1
"4378","DZA","Private Sector & Trade: Business environment",16
"4379","DZA","Private Sector & Trade: Exports",23
"4380","DZA","Private Sector & Trade: Imports",23
"4381","DZA","Private Sector & Trade: Private infrastructure investment",8
"4382","DZA","Private Sector & Trade: Total merchandise trade",1
"4383","DZA","Private Sector & Trade: Trade facilitation",8
"4384","DZA","Private Sector & Trade: Trade price indices",2
"4385","DZA","Private Sector & Trade: Travel & tourism",10
"4386","DZA","Public Sector: Conflict & fragility",6
"4387","DZA","Public Sector: Defense & arms trade",8
"4388","DZA","Public Sector: Government finance",1
"4389","DZA","Public Sector: Policy & institutions",51
"4390","DZA","Social Protection & Labor: Economic activity",61
"4391","DZA","Social Protection & Labor: Labor force structure",19
"4392","DZA","Social Protection & Labor: Migration",9
"4393","DZA","Social Protection & Labor: Unemployment",27
"4394","DZA","Trade",18
"4395","ECU","Economic Policy & Debt: Balance of payments: Capital & financial account",11
"4396","ECU","Economic Policy & Debt: Balance of payments: Current account: Balances",4
"4397","ECU","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"4398","ECU","Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"4399","ECU","Economic Policy & Debt: Balance of payments: Reserves & other items",6
"4400","ECU","Economic Policy & Debt: External debt: Debt outstanding",10
"4401","ECU","Economic Policy & Debt: External debt: Debt ratios & other items",11
"4402","ECU","Economic Policy & Debt: External debt: Debt service",5
"4403","ECU","Economic Policy & Debt: External debt: Net flows",19
"4404","ECU","Economic Policy & Debt: National accounts: Adjusted savings & income",28
"4405","ECU","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"4406","ECU","Economic Policy & Debt: National accounts: Growth rates",16
"4407","ECU","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",7
"4408","ECU","Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"4409","ECU","Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"4410","ECU","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"4411","ECU","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"4412","ECU","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"4413","ECU","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",4
"4414","ECU","Economic Policy & Debt: National accounts: Shares of GDP & other",25
"4415","ECU","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"4416","ECU","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"4417","ECU","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"4418","ECU","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"4419","ECU","Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"4420","ECU","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"4421","ECU","Economic Policy & Debt: Official development assistance",60
"4422","ECU","Economic Policy & Debt: Purchasing power parity",13
"4423","ECU","Education: Efficiency",21
"4424","ECU","Education: Inputs",42
"4425","ECU","Education: Outcomes",43
"4426","ECU","Education: Participation",44
"4427","ECU","Employment and Time Use",1
"4428","ECU","Environment: Agricultural production",11
"4429","ECU","Environment: Biodiversity & protected areas",7
"4430","ECU","Environment: Density & urbanization",12
"4431","ECU","Environment: Emissions",48
"4432","ECU","Environment: Energy production & use",27
"4433","ECU","Environment: Freshwater",9
"4434","ECU","Environment: Land use",24
"4435","ECU","Environment: Natural resources contribution to GDP",6
"4436","ECU","Financial Sector: Access",14
"4437","ECU","Financial Sector: Assets",14
"4438","ECU","Financial Sector: Capital markets",7
"4439","ECU","Financial Sector: Exchange rates & prices",9
"4440","ECU","Financial Sector: Interest rates",1
"4441","ECU","Financial Sector: Monetary holdings (liabilities)",4
"4442","ECU","Gender: Agency",2
"4443","ECU","Gender: Health",1
"4444","ECU","Gender: Participation & access",2
"4445","ECU","Gender: Public life & decision making",2
"4446","ECU","Health",2
"4447","ECU","Health: Disease prevention",21
"4448","ECU","Health: Health systems",22
"4449","ECU","Health: Mortality",39
"4450","ECU","Health: Nutrition",28
"4451","ECU","Health: Population: Dynamics",10
"4452","ECU","Health: Population: Structure",58
"4453","ECU","Health: Reproductive health",15
"4454","ECU","Health: Risk factors",31
"4455","ECU","Health: Universal Health Coverage",10
"4456","ECU","Infrastructure: Communications",15
"4457","ECU","Infrastructure: Technology",13
"4458","ECU","Infrastructure: Transportation",6
"4459","ECU","Poverty: Income distribution",9
"4460","ECU","Poverty: Poverty rates",10
"4461","ECU","Poverty: Shared prosperity",5
"4462","ECU","Private Sector & Trade: Business environment",31
"4463","ECU","Private Sector & Trade: Exports",23
"4464","ECU","Private Sector & Trade: Imports",23
"4465","ECU","Private Sector & Trade: Private infrastructure investment",8
"4466","ECU","Private Sector & Trade: Total merchandise trade",1
"4467","ECU","Private Sector & Trade: Trade facilitation",8
"4468","ECU","Private Sector & Trade: Trade price indices",2
"4469","ECU","Private Sector & Trade: Travel & tourism",10
"4470","ECU","Public Sector: Conflict & fragility",6
"4471","ECU","Public Sector: Defense & arms trade",8
"4472","ECU","Public Sector: Government finance",1
"4473","ECU","Public Sector: Government finance: Deficit & financing",6
"4474","ECU","Public Sector: Government finance: Expense",13
"4475","ECU","Public Sector: Government finance: Revenue",20
"4476","ECU","Public Sector: Policy & institutions",51
"4477","ECU","Social Protection & Labor: Economic activity",74
"4478","ECU","Social Protection & Labor: Labor force structure",28
"4479","ECU","Social Protection & Labor: Migration",10
"4480","ECU","Social Protection & Labor: Unemployment",27
"4481","ECU","Trade",24
"4482","ECU",NA,25
"4483","EGY","Economic Policy & Debt: Balance of payments: Capital & financial account",11
"4484","EGY","Economic Policy & Debt: Balance of payments: Current account: Balances",4
"4485","EGY","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"4486","EGY","Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"4487","EGY","Economic Policy & Debt: Balance of payments: Reserves & other items",6
"4488","EGY","Economic Policy & Debt: External debt: Debt outstanding",10
"4489","EGY","Economic Policy & Debt: External debt: Debt ratios & other items",11
"4490","EGY","Economic Policy & Debt: External debt: Debt service",5
"4491","EGY","Economic Policy & Debt: External debt: Net flows",19
"4492","EGY","Economic Policy & Debt: National accounts: Adjusted savings & income",28
"4493","EGY","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"4494","EGY","Economic Policy & Debt: National accounts: Growth rates",16
"4495","EGY","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",7
"4496","EGY","Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"4497","EGY","Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"4498","EGY","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",4
"4499","EGY","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"4500","EGY","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"4501","EGY","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",4
"4502","EGY","Economic Policy & Debt: National accounts: Shares of GDP & other",25
"4503","EGY","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"4504","EGY","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"4505","EGY","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"4506","EGY","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"4507","EGY","Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"4508","EGY","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"4509","EGY","Economic Policy & Debt: Official development assistance",61
"4510","EGY","Economic Policy & Debt: Purchasing power parity",13
"4511","EGY","Education: Efficiency",21
"4512","EGY","Education: Inputs",37
"4513","EGY","Education: Outcomes",43
"4514","EGY","Education: Participation",44
"4515","EGY","Employment and Time Use",1
"4516","EGY","Environment: Agricultural production",11
"4517","EGY","Environment: Biodiversity & protected areas",7
"4518","EGY","Environment: Density & urbanization",12
"4519","EGY","Environment: Emissions",42
"4520","EGY","Environment: Energy production & use",27
"4521","EGY","Environment: Freshwater",9
"4522","EGY","Environment: Land use",22
"4523","EGY","Environment: Natural resources contribution to GDP",6
"4524","EGY","Financial Sector: Access",14
"4525","EGY","Financial Sector: Assets",10
"4526","EGY","Financial Sector: Capital markets",7
"4527","EGY","Financial Sector: Exchange rates & prices",9
"4528","EGY","Financial Sector: Interest rates",5
"4529","EGY","Financial Sector: Monetary holdings (liabilities)",4
"4530","EGY","Gender: Agency",2
"4531","EGY","Gender: Health",7
"4532","EGY","Gender: Participation & access",2
"4533","EGY","Gender: Public life & decision making",2
"4534","EGY","Health",2
"4535","EGY","Health: Disease prevention",21
"4536","EGY","Health: Health systems",21
"4537","EGY","Health: Mortality",39
"4538","EGY","Health: Nutrition",28
"4539","EGY","Health: Population: Dynamics",13
"4540","EGY","Health: Population: Structure",58
"4541","EGY","Health: Reproductive health",16
"4542","EGY","Health: Risk factors",32
"4543","EGY","Health: Universal Health Coverage",10
"4544","EGY","Infrastructure: Communications",15
"4545","EGY","Infrastructure: Technology",13
"4546","EGY","Infrastructure: Transportation",8
"4547","EGY","Poverty: Income distribution",9
"4548","EGY","Poverty: Poverty rates",10
"4549","EGY","Poverty: Shared prosperity",5
"4550","EGY","Private Sector & Trade: Business environment",28
"4551","EGY","Private Sector & Trade: Exports",23
"4552","EGY","Private Sector & Trade: Imports",23
"4553","EGY","Private Sector & Trade: Private infrastructure investment",8
"4554","EGY","Private Sector & Trade: Total merchandise trade",1
"4555","EGY","Private Sector & Trade: Trade facilitation",8
"4556","EGY","Private Sector & Trade: Trade price indices",2
"4557","EGY","Private Sector & Trade: Travel & tourism",10
"4558","EGY","Public Sector: Conflict & fragility",6
"4559","EGY","Public Sector: Defense & arms trade",8
"4560","EGY","Public Sector: Government finance",1
"4561","EGY","Public Sector: Government finance: Deficit & financing",10
"4562","EGY","Public Sector: Government finance: Expense",13
"4563","EGY","Public Sector: Government finance: Revenue",22
"4564","EGY","Public Sector: Policy & institutions",51
"4565","EGY","Social Protection & Labor: Economic activity",71
"4566","EGY","Social Protection & Labor: Labor force structure",28
"4567","EGY","Social Protection & Labor: Migration",9
"4568","EGY","Social Protection & Labor: Unemployment",27
"4569","EGY","Trade",24
"4570","EGY",NA,25
"4571","ERI","Economic Policy & Debt: Balance of payments: Capital & financial account",9
"4572","ERI","Economic Policy & Debt: Balance of payments: Current account: Balances",4
"4573","ERI","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"4574","ERI","Economic Policy & Debt: Balance of payments: Current account: Transfers",6
"4575","ERI","Economic Policy & Debt: Balance of payments: Reserves & other items",6
"4576","ERI","Economic Policy & Debt: External debt: Debt outstanding",8
"4577","ERI","Economic Policy & Debt: External debt: Debt ratios & other items",9
"4578","ERI","Economic Policy & Debt: External debt: Debt service",5
"4579","ERI","Economic Policy & Debt: External debt: Net flows",8
"4580","ERI","Economic Policy & Debt: National accounts: Adjusted savings & income",26
"4581","ERI","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"4582","ERI","Economic Policy & Debt: National accounts: Growth rates",14
"4583","ERI","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",7
"4584","ERI","Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"4585","ERI","Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"4586","ERI","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",3
"4587","ERI","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"4588","ERI","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"4589","ERI","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",3
"4590","ERI","Economic Policy & Debt: National accounts: Shares of GDP & other",24
"4591","ERI","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",2
"4592","ERI","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"4593","ERI","Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"4594","ERI","Economic Policy & Debt: National accounts: US$ at current prices: Value added",3
"4595","ERI","Economic Policy & Debt: Official development assistance",55
"4596","ERI","Economic Policy & Debt: Purchasing power parity",8
"4597","ERI","Education: Efficiency",21
"4598","ERI","Education: Inputs",42
"4599","ERI","Education: Outcomes",16
"4600","ERI","Education: Participation",44
"4601","ERI","Employment and Time Use",1
"4602","ERI","Environment: Agricultural production",10
"4603","ERI","Environment: Biodiversity & protected areas",7
"4604","ERI","Environment: Density & urbanization",10
"4605","ERI","Environment: Emissions",43
"4606","ERI","Environment: Energy production & use",25
"4607","ERI","Environment: Freshwater",9
"4608","ERI","Environment: Land use",22
"4609","ERI","Environment: Natural resources contribution to GDP",6
"4610","ERI","Financial Sector: Access",1
"4611","ERI","Financial Sector: Assets",10
"4612","ERI","Financial Sector: Exchange rates & prices",6
"4613","ERI","Financial Sector: Monetary holdings (liabilities)",4
"4614","ERI","Gender: Agency",2
"4615","ERI","Gender: Health",6
"4616","ERI","Gender: Public life & decision making",2
"4617","ERI","Health: Disease prevention",18
"4618","ERI","Health: Health systems",21
"4619","ERI","Health: Mortality",39
"4620","ERI","Health: Nutrition",29
"4621","ERI","Health: Population: Dynamics",7
"4622","ERI","Health: Population: Structure",58
"4623","ERI","Health: Reproductive health",16
"4624","ERI","Health: Risk factors",27
"4625","ERI","Health: Universal Health Coverage",5
"4626","ERI","Infrastructure: Communications",13
"4627","ERI","Infrastructure: Technology",2
"4628","ERI","Infrastructure: Transportation",5
"4629","ERI","Poverty: Poverty rates",1
"4630","ERI","Private Sector & Trade: Business environment",23
"4631","ERI","Private Sector & Trade: Exports",23
"4632","ERI","Private Sector & Trade: Imports",23
"4633","ERI","Private Sector & Trade: Total merchandise trade",1
"4634","ERI","Private Sector & Trade: Trade facilitation",8
"4635","ERI","Private Sector & Trade: Trade price indices",2
"4636","ERI","Private Sector & Trade: Travel & tourism",3
"4637","ERI","Public Sector: Conflict & fragility",3
"4638","ERI","Public Sector: Defense & arms trade",8
"4639","ERI","Public Sector: Policy & institutions",60
"4640","ERI","Social Protection & Labor: Economic activity",30
"4641","ERI","Social Protection & Labor: Labor force structure",12
"4642","ERI","Social Protection & Labor: Migration",9
"4643","ERI","Social Protection & Labor: Unemployment",9
"4644","ERI","Trade",18
"4645","ESP","Economic Policy & Debt: Balance of payments: Capital & financial account",11
"4646","ESP","Economic Policy & Debt: Balance of payments: Current account: Balances",4
"4647","ESP","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"4648","ESP","Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"4649","ESP","Economic Policy & Debt: Balance of payments: Reserves & other items",3
"4650","ESP","Economic Policy & Debt: National accounts: Adjusted savings & income",28
"4651","ESP","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"4652","ESP","Economic Policy & Debt: National accounts: Growth rates",16
"4653","ESP","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"4654","ESP","Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",10
"4655","ESP","Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"4656","ESP","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",4
"4657","ESP","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"4658","ESP","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",13
"4659","ESP","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",4
"4660","ESP","Economic Policy & Debt: National accounts: Shares of GDP & other",24
"4661","ESP","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"4662","ESP","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"4663","ESP","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"4664","ESP","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"4665","ESP","Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"4666","ESP","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"4667","ESP","Economic Policy & Debt: Official development assistance",5
"4668","ESP","Economic Policy & Debt: Purchasing power parity",13
"4669","ESP","Education: Efficiency",21
"4670","ESP","Education: Inputs",42
"4671","ESP","Education: Outcomes",49
"4672","ESP","Education: Participation",44
"4673","ESP","Employment and Time Use",1
"4674","ESP","Environment: Agricultural production",11
"4675","ESP","Environment: Biodiversity & protected areas",7
"4676","ESP","Environment: Density & urbanization",12
"4677","ESP","Environment: Emissions",48
"4678","ESP","Environment: Energy production & use",27
"4679","ESP","Environment: Freshwater",9
"4680","ESP","Environment: Land use",23
"4681","ESP","Environment: Natural resources contribution to GDP",6
"4682","ESP","Financial Sector: Access",13
"4683","ESP","Financial Sector: Assets",8
"4684","ESP","Financial Sector: Capital markets",7
"4685","ESP","Financial Sector: Exchange rates & prices",10
"4686","ESP","Gender: Health",1
"4687","ESP","Gender: Participation & access",2
"4688","ESP","Gender: Public life & decision making",1
"4689","ESP","Health",2
"4690","ESP","Health: Disease prevention",15
"4691","ESP","Health: Health systems",19
"4692","ESP","Health: Mortality",39
"4693","ESP","Health: Nutrition",6
"4694","ESP","Health: Population: Dynamics",10
"4695","ESP","Health: Population: Structure",58
"4696","ESP","Health: Reproductive health",10
"4697","ESP","Health: Risk factors",27
"4698","ESP","Health: Universal Health Coverage",10
"4699","ESP","Infrastructure: Communications",15
"4700","ESP","Infrastructure: Technology",13
"4701","ESP","Infrastructure: Transportation",8
"4702","ESP","Poverty: Income distribution",9
"4703","ESP","Poverty: Poverty rates",9
"4704","ESP","Poverty: Shared prosperity",5
"4705","ESP","Private Sector & Trade: Business environment",33
"4706","ESP","Private Sector & Trade: Exports",23
"4707","ESP","Private Sector & Trade: Imports",23
"4708","ESP","Private Sector & Trade: Total merchandise trade",1
"4709","ESP","Private Sector & Trade: Trade facilitation",8
"4710","ESP","Private Sector & Trade: Trade price indices",2
"4711","ESP","Private Sector & Trade: Travel & tourism",10
"4712","ESP","Public Sector: Conflict & fragility",5
"4713","ESP","Public Sector: Defense & arms trade",8
"4714","ESP","Public Sector: Government finance",1
"4715","ESP","Public Sector: Government finance: Deficit & financing",10
"4716","ESP","Public Sector: Government finance: Expense",13
"4717","ESP","Public Sector: Government finance: Revenue",20
"4718","ESP","Public Sector: Policy & institutions",51
"4719","ESP","Social Protection & Labor: Economic activity",41
"4720","ESP","Social Protection & Labor: Labor force structure",28
"4721","ESP","Social Protection & Labor: Migration",8
"4722","ESP","Social Protection & Labor: Unemployment",27
"4723","ESP","Trade",24
"4724","EST","Economic Policy & Debt: Balance of payments: Capital & financial account",11
"4725","EST","Economic Policy & Debt: Balance of payments: Current account: Balances",4
"4726","EST","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"4727","EST","Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"4728","EST","Economic Policy & Debt: Balance of payments: Reserves & other items",5
"4729","EST","Economic Policy & Debt: External debt: Net flows",2
"4730","EST","Economic Policy & Debt: National accounts: Adjusted savings & income",28
"4731","EST","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"4732","EST","Economic Policy & Debt: National accounts: Growth rates",16
"4733","EST","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"4734","EST","Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",10
"4735","EST","Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"4736","EST","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",4
"4737","EST","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"4738","EST","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",13
"4739","EST","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",4
"4740","EST","Economic Policy & Debt: National accounts: Shares of GDP & other",24
"4741","EST","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"4742","EST","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"4743","EST","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"4744","EST","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"4745","EST","Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"4746","EST","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"4747","EST","Economic Policy & Debt: Official development assistance",36
"4748","EST","Economic Policy & Debt: Purchasing power parity",13
"4749","EST","Education: Efficiency",21
"4750","EST","Education: Inputs",27
"4751","EST","Education: Outcomes",40
"4752","EST","Education: Participation",44
"4753","EST","Employment and Time Use",1
"4754","EST","Environment: Agricultural production",11
"4755","EST","Environment: Biodiversity & protected areas",7
"4756","EST","Environment: Density & urbanization",10
"4757","EST","Environment: Emissions",48
"4758","EST","Environment: Energy production & use",27
"4759","EST","Environment: Freshwater",9
"4760","EST","Environment: Land use",23
"4761","EST","Environment: Natural resources contribution to GDP",6
"4762","EST","Financial Sector: Access",14
"4763","EST","Financial Sector: Assets",8
"4764","EST","Financial Sector: Capital markets",4
"4765","EST","Financial Sector: Exchange rates & prices",8
"4766","EST","Gender: Health",1
"4767","EST","Gender: Participation & access",2
"4768","EST","Gender: Public life & decision making",1
"4769","EST","Health",2
"4770","EST","Health: Disease prevention",14
"4771","EST","Health: Health systems",23
"4772","EST","Health: Mortality",39
"4773","EST","Health: Nutrition",27
"4774","EST","Health: Population: Dynamics",10
"4775","EST","Health: Population: Structure",58
"4776","EST","Health: Reproductive health",10
"4777","EST","Health: Risk factors",27
"4778","EST","Health: Universal Health Coverage",10
"4779","EST","Infrastructure: Communications",15
"4780","EST","Infrastructure: Technology",13
"4781","EST","Infrastructure: Transportation",8
