"","Country.Code","datatopic","percountry_indicators"
"1698","BIH","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"1699","BIH","Economic Policy & Debt: National accounts: Shares of GDP & other",25
"1700","BIH","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"1701","BIH","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"1702","BIH","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"1703","BIH","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"1704","BIH","Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"1705","BIH","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"1706","BIH","Economic Policy & Debt: Official development assistance",59
"1707","BIH","Economic Policy & Debt: Purchasing power parity",13
"1708","BIH","Education: Efficiency",15
"1709","BIH","Education: Inputs",20
"1710","BIH","Education: Outcomes",40
"1711","BIH","Education: Participation",32
"1712","BIH","Employment and Time Use",1
"1713","BIH","Environment: Agricultural production",13
"1714","BIH","Environment: Biodiversity & protected areas",7
"1715","BIH","Environment: Density & urbanization",10
"1716","BIH","Environment: Emissions",42
"1717","BIH","Environment: Energy production & use",27
"1718","BIH","Environment: Freshwater",6
"1719","BIH","Environment: Land use",22
"1720","BIH","Environment: Natural resources contribution to GDP",6
"1721","BIH","Financial Sector: Access",13
"1722","BIH","Financial Sector: Assets",14
"1723","BIH","Financial Sector: Exchange rates & prices",8
"1724","BIH","Financial Sector: Interest rates",4
"1725","BIH","Financial Sector: Monetary holdings (liabilities)",4
"1726","BIH","Gender: Agency",2
"1727","BIH","Gender: Public life & decision making",1
"1728","BIH","Health",2
"1729","BIH","Health: Disease prevention",20
"1730","BIH","Health: Health systems",22
"1731","BIH","Health: Mortality",39
"1732","BIH","Health: Nutrition",24
"1733","BIH","Health: Population: Dynamics",12
"1734","BIH","Health: Population: Structure",58
"1735","BIH","Health: Reproductive health",12
"1736","BIH","Health: Risk factors",17
"1737","BIH","Health: Universal Health Coverage",12
"1738","BIH","Infrastructure: Communications",13
"1739","BIH","Infrastructure: Technology",13
"1740","BIH","Infrastructure: Transportation",8
"1741","BIH","Poverty: Income distribution",9
"1742","BIH","Poverty: Poverty rates",9
"1743","BIH","Private Sector & Trade: Business environment",54
"1744","BIH","Private Sector & Trade: Exports",23
"1745","BIH","Private Sector & Trade: Imports",23
"1746","BIH","Private Sector & Trade: Private infrastructure investment",3
"1747","BIH","Private Sector & Trade: Tariffs",18
"1748","BIH","Private Sector & Trade: Total merchandise trade",1
"1749","BIH","Private Sector & Trade: Trade facilitation",16
"1750","BIH","Private Sector & Trade: Trade indexes",5
"1751","BIH","Private Sector & Trade: Trade price indices",2
"1752","BIH","Private Sector & Trade: Travel & tourism",9
"1753","BIH","Public Sector: Conflict & fragility",6
"1754","BIH","Public Sector: Defense & arms trade",8
"1755","BIH","Public Sector: Government finance",1
"1756","BIH","Public Sector: Government finance: Deficit & financing",10
"1757","BIH","Public Sector: Government finance: Expense",13
"1758","BIH","Public Sector: Government finance: Revenue",22
"1759","BIH","Public Sector: Policy & institutions",76
"1760","BIH","Social Protection & Labor: Economic activity",59
"1761","BIH","Social Protection & Labor: Labor force structure",28
"1762","BIH","Social Protection & Labor: Migration",5
"1763","BIH","Social Protection & Labor: Performance",27
"1764","BIH","Social Protection & Labor: Unemployment",24
"1765","BIH","Trade",1
"1766","BLR","Economic Policy & Debt: Balance of payments: Capital & financial account",11
"1767","BLR","Economic Policy & Debt: Balance of payments: Current account: Balances",4
"1768","BLR","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"1769","BLR","Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"1770","BLR","Economic Policy & Debt: Balance of payments: Reserves & other items",6
"1771","BLR","Economic Policy & Debt: External debt: Debt outstanding",8
"1772","BLR","Economic Policy & Debt: External debt: Debt ratios & other items",9
"1773","BLR","Economic Policy & Debt: External debt: Debt service",5
"1774","BLR","Economic Policy & Debt: External debt: Net flows",17
"1775","BLR","Economic Policy & Debt: National accounts: Adjusted savings & income",28
"1776","BLR","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"1777","BLR","Economic Policy & Debt: National accounts: Growth rates",16
"1778","BLR","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",7
"1779","BLR","Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"1780","BLR","Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"1781","BLR","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",4
"1782","BLR","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"1783","BLR","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"1784","BLR","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",4
"1785","BLR","Economic Policy & Debt: National accounts: Shares of GDP & other",25
"1786","BLR","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"1787","BLR","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"1788","BLR","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"1789","BLR","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"1790","BLR","Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"1791","BLR","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"1792","BLR","Economic Policy & Debt: Official development assistance",59
"1793","BLR","Economic Policy & Debt: Purchasing power parity",13
"1794","BLR","Education: Efficiency",19
"1795","BLR","Education: Inputs",40
"1796","BLR","Education: Outcomes",40
"1797","BLR","Education: Participation",44
"1798","BLR","Employment and Time Use",1
"1799","BLR","Environment: Agricultural production",13
"1800","BLR","Environment: Biodiversity & protected areas",6
"1801","BLR","Environment: Density & urbanization",12
"1802","BLR","Environment: Emissions",42
"1803","BLR","Environment: Energy production & use",27
"1804","BLR","Environment: Freshwater",9
"1805","BLR","Environment: Land use",23
"1806","BLR","Environment: Natural resources contribution to GDP",6
"1807","BLR","Financial Sector: Access",12
"1808","BLR","Financial Sector: Assets",14
"1809","BLR","Financial Sector: Capital markets",6
"1810","BLR","Financial Sector: Exchange rates & prices",8
"1811","BLR","Financial Sector: Interest rates",4
"1812","BLR","Financial Sector: Monetary holdings (liabilities)",4
"1813","BLR","Gender: Agency",2
"1814","BLR","Gender: Participation & access",2
"1815","BLR","Gender: Public life & decision making",1
"1816","BLR","Health: Disease prevention",18
"1817","BLR","Health: Health systems",22
"1818","BLR","Health: Mortality",39
"1819","BLR","Health: Nutrition",24
"1820","BLR","Health: Population: Dynamics",10
"1821","BLR","Health: Population: Structure",58
"1822","BLR","Health: Reproductive health",12
"1823","BLR","Health: Risk factors",29
"1824","BLR","Health: Universal Health Coverage",12
"1825","BLR","Infrastructure: Communications",13
"1826","BLR","Infrastructure: Technology",12
"1827","BLR","Infrastructure: Transportation",8
"1828","BLR","Poverty: Income distribution",9
"1829","BLR","Poverty: Poverty rates",9
"1830","BLR","Poverty: Shared prosperity",4
"1831","BLR","Private Sector & Trade: Business environment",54
"1832","BLR","Private Sector & Trade: Exports",23
"1833","BLR","Private Sector & Trade: Imports",23
"1834","BLR","Private Sector & Trade: Private infrastructure investment",4
"1835","BLR","Private Sector & Trade: Tariffs",18
"1836","BLR","Private Sector & Trade: Total merchandise trade",1
"1837","BLR","Private Sector & Trade: Trade facilitation",16
"1838","BLR","Private Sector & Trade: Trade indexes",5
"1839","BLR","Private Sector & Trade: Trade price indices",2
"1840","BLR","Private Sector & Trade: Travel & tourism",10
"1841","BLR","Public Sector: Conflict & fragility",4
"1842","BLR","Public Sector: Defense & arms trade",8
"1843","BLR","Public Sector: Government finance",1
"1844","BLR","Public Sector: Government finance: Deficit & financing",10
"1845","BLR","Public Sector: Government finance: Expense",13
"1846","BLR","Public Sector: Government finance: Revenue",22
"1847","BLR","Public Sector: Policy & institutions",55
"1848","BLR","Social Protection & Labor: Economic activity",59
"1849","BLR","Social Protection & Labor: Labor force structure",28
"1850","BLR","Social Protection & Labor: Migration",5
"1851","BLR","Social Protection & Labor: Performance",19
"1852","BLR","Social Protection & Labor: Unemployment",24
"1853","BLR","Trade",1
"1854","BLZ","Economic Policy & Debt: Balance of payments: Capital & financial account",11
"1855","BLZ","Economic Policy & Debt: Balance of payments: Current account: Balances",4
"1856","BLZ","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"1857","BLZ","Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"1858","BLZ","Economic Policy & Debt: Balance of payments: Reserves & other items",6
"1859","BLZ","Economic Policy & Debt: External debt: Debt outstanding",9
"1860","BLZ","Economic Policy & Debt: External debt: Debt ratios & other items",11
"1861","BLZ","Economic Policy & Debt: External debt: Debt service",5
"1862","BLZ","Economic Policy & Debt: External debt: Net flows",16
"1863","BLZ","Economic Policy & Debt: National accounts: Adjusted savings & income",28
"1864","BLZ","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"1865","BLZ","Economic Policy & Debt: National accounts: Growth rates",16
"1866","BLZ","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",7
"1867","BLZ","Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"1868","BLZ","Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"1869","BLZ","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"1870","BLZ","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"1871","BLZ","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",13
"1872","BLZ","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"1873","BLZ","Economic Policy & Debt: National accounts: Shares of GDP & other",24
"1874","BLZ","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"1875","BLZ","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"1876","BLZ","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"1877","BLZ","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"1878","BLZ","Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"1879","BLZ","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"1880","BLZ","Economic Policy & Debt: Official development assistance",55
"1881","BLZ","Economic Policy & Debt: Purchasing power parity",13
"1882","BLZ","Education: Efficiency",21
"1883","BLZ","Education: Inputs",42
"1884","BLZ","Education: Outcomes",49
"1885","BLZ","Education: Participation",44
"1886","BLZ","Employment and Time Use",1
"1887","BLZ","Environment: Agricultural production",12
"1888","BLZ","Environment: Biodiversity & protected areas",7
"1889","BLZ","Environment: Density & urbanization",8
"1890","BLZ","Environment: Emissions",34
"1891","BLZ","Environment: Energy production & use",14
"1892","BLZ","Environment: Freshwater",9
"1893","BLZ","Environment: Land use",22
"1894","BLZ","Environment: Natural resources contribution to GDP",6
"1895","BLZ","Financial Sector: Access",13
"1896","BLZ","Financial Sector: Assets",12
"1897","BLZ","Financial Sector: Exchange rates & prices",9
"1898","BLZ","Financial Sector: Interest rates",5
"1899","BLZ","Financial Sector: Monetary holdings (liabilities)",4
"1900","BLZ","Gender: Agency",2
"1901","BLZ","Gender: Public life & decision making",1
"1902","BLZ","Health",2
"1903","BLZ","Health: Disease prevention",17
"1904","BLZ","Health: Health systems",23
"1905","BLZ","Health: Mortality",39
"1906","BLZ","Health: Nutrition",25
"1907","BLZ","Health: Population: Dynamics",12
"1908","BLZ","Health: Population: Structure",58
"1909","BLZ","Health: Reproductive health",13
"1910","BLZ","Health: Risk factors",31
"1911","BLZ","Health: Universal Health Coverage",3
"1912","BLZ","Infrastructure: Communications",13
"1913","BLZ","Infrastructure: Technology",8
"1914","BLZ","Infrastructure: Transportation",7
"1915","BLZ","Poverty: Income distribution",9
"1916","BLZ","Poverty: Poverty rates",8
"1917","BLZ","Private Sector & Trade: Business environment",53
"1918","BLZ","Private Sector & Trade: Exports",23
"1919","BLZ","Private Sector & Trade: Imports",23
"1920","BLZ","Private Sector & Trade: Private infrastructure investment",6
"1921","BLZ","Private Sector & Trade: Tariffs",24
"1922","BLZ","Private Sector & Trade: Total merchandise trade",1
"1923","BLZ","Private Sector & Trade: Trade facilitation",8
"1924","BLZ","Private Sector & Trade: Trade indexes",5
"1925","BLZ","Private Sector & Trade: Trade price indices",2
"1926","BLZ","Private Sector & Trade: Travel & tourism",9
"1927","BLZ","Public Sector: Conflict & fragility",4
"1928","BLZ","Public Sector: Defense & arms trade",7
"1929","BLZ","Public Sector: Government finance",1
"1930","BLZ","Public Sector: Government finance: Deficit & financing",10
"1931","BLZ","Public Sector: Government finance: Expense",13
"1932","BLZ","Public Sector: Government finance: Revenue",22
"1933","BLZ","Public Sector: Policy & institutions",46
"1934","BLZ","Social Protection & Labor: Economic activity",48
"1935","BLZ","Social Protection & Labor: Labor force structure",28
"1936","BLZ","Social Protection & Labor: Migration",5
"1937","BLZ","Social Protection & Labor: Performance",25
"1938","BLZ","Social Protection & Labor: Unemployment",24
"1939","BMU","Economic Policy & Debt: Balance of payments: Capital & financial account",10
"1940","BMU","Economic Policy & Debt: Balance of payments: Current account: Balances",4
"1941","BMU","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"1942","BMU","Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"1943","BMU","Economic Policy & Debt: Balance of payments: Reserves & other items",2
"1944","BMU","Economic Policy & Debt: National accounts: Adjusted savings & income",13
"1945","BMU","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"1946","BMU","Economic Policy & Debt: National accounts: Growth rates",16
"1947","BMU","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",6
"1948","BMU","Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",10
"1949","BMU","Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"1950","BMU","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",4
"1951","BMU","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"1952","BMU","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",12
"1953","BMU","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",4
"1954","BMU","Economic Policy & Debt: National accounts: Shares of GDP & other",24
"1955","BMU","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"1956","BMU","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"1957","BMU","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",4
"1958","BMU","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"1959","BMU","Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",9
"1960","BMU","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"1961","BMU","Economic Policy & Debt: Official development assistance",19
"1962","BMU","Economic Policy & Debt: Purchasing power parity",13
"1963","BMU","Education: Efficiency",21
"1964","BMU","Education: Inputs",40
"1965","BMU","Education: Outcomes",30
"1966","BMU","Education: Participation",42
"1967","BMU","Environment: Agricultural production",4
"1968","BMU","Environment: Biodiversity & protected areas",7
"1969","BMU","Environment: Density & urbanization",6
"1970","BMU","Environment: Emissions",20
"1971","BMU","Environment: Energy production & use",6
"1972","BMU","Environment: Land use",19
"1973","BMU","Environment: Natural resources contribution to GDP",6
"1974","BMU","Financial Sector: Capital markets",6
"1975","BMU","Financial Sector: Exchange rates & prices",6
"1976","BMU","Health: Disease prevention",6
"1977","BMU","Health: Health systems",2
"1978","BMU","Health: Mortality",7
"1979","BMU","Health: Population: Dynamics",6
"1980","BMU","Health: Population: Structure",58
"1981","BMU","Health: Reproductive health",3
"1982","BMU","Health: Risk factors",4
"1983","BMU","Infrastructure: Communications",13
"1984","BMU","Infrastructure: Technology",4
"1985","BMU","Infrastructure: Transportation",2
"1986","BMU","Private Sector & Trade: Exports",22
"1987","BMU","Private Sector & Trade: Imports",22
"1988","BMU","Private Sector & Trade: Tariffs",18
"1989","BMU","Private Sector & Trade: Total merchandise trade",1
"1990","BMU","Private Sector & Trade: Trade indexes",5
"1991","BMU","Private Sector & Trade: Trade price indices",2
"1992","BMU","Private Sector & Trade: Travel & tourism",10
"1993","BMU","Public Sector: Conflict & fragility",4
"1994","BMU","Public Sector: Policy & institutions",38
"1995","BMU","Social Protection & Labor: Economic activity",6
"1996","BMU","Social Protection & Labor: Labor force structure",7
"1997","BMU","Social Protection & Labor: Migration",4
"1998","BMU","Social Protection & Labor: Unemployment",18
"1999","BOL","Economic Policy & Debt: Balance of payments: Capital & financial account",11
"2000","BOL","Economic Policy & Debt: Balance of payments: Current account: Balances",4
"2001","BOL","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"2002","BOL","Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"2003","BOL","Economic Policy & Debt: Balance of payments: Reserves & other items",6
"2004","BOL","Economic Policy & Debt: External debt: Debt outstanding",10
"2005","BOL","Economic Policy & Debt: External debt: Debt ratios & other items",11
"2006","BOL","Economic Policy & Debt: External debt: Debt service",5
"2007","BOL","Economic Policy & Debt: External debt: Net flows",18
"2008","BOL","Economic Policy & Debt: National accounts: Adjusted savings & income",28
"2009","BOL","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"2010","BOL","Economic Policy & Debt: National accounts: Growth rates",16
"2011","BOL","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",7
"2012","BOL","Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"2013","BOL","Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"2014","BOL","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"2015","BOL","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"2016","BOL","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",13
"2017","BOL","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"2018","BOL","Economic Policy & Debt: National accounts: Shares of GDP & other",24
"2019","BOL","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"2020","BOL","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"2021","BOL","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"2022","BOL","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"2023","BOL","Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"2024","BOL","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"2025","BOL","Economic Policy & Debt: Official development assistance",56
"2026","BOL","Economic Policy & Debt: Purchasing power parity",13
"2027","BOL","Education: Efficiency",21
"2028","BOL","Education: Inputs",28
"2029","BOL","Education: Outcomes",40
"2030","BOL","Education: Participation",40
"2031","BOL","Employment and Time Use",1
"2032","BOL","Environment: Agricultural production",13
"2033","BOL","Environment: Biodiversity & protected areas",6
"2034","BOL","Environment: Density & urbanization",12
"2035","BOL","Environment: Emissions",42
"2036","BOL","Environment: Energy production & use",27
"2037","BOL","Environment: Freshwater",9
"2038","BOL","Environment: Land use",24
"2039","BOL","Environment: Natural resources contribution to GDP",6
"2040","BOL","Financial Sector: Access",13
"2041","BOL","Financial Sector: Assets",14
"2042","BOL","Financial Sector: Exchange rates & prices",10
"2043","BOL","Financial Sector: Interest rates",5
"2044","BOL","Financial Sector: Monetary holdings (liabilities)",4
"2045","BOL","Gender: Agency",2
"2046","BOL","Gender: Health",7
"2047","BOL","Gender: Participation & access",2
"2048","BOL","Gender: Public life & decision making",2
"2049","BOL","Health: Disease prevention",19
"2050","BOL","Health: Health systems",23
"2051","BOL","Health: Mortality",39
"2052","BOL","Health: Nutrition",26
"2053","BOL","Health: Population: Dynamics",12
"2054","BOL","Health: Population: Structure",58
"2055","BOL","Health: Reproductive health",16
"2056","BOL","Health: Risk factors",31
"2057","BOL","Health: Universal Health Coverage",12
"2058","BOL","Infrastructure: Communications",13
"2059","BOL","Infrastructure: Technology",13
"2060","BOL","Infrastructure: Transportation",5
"2061","BOL","Poverty: Income distribution",9
"2062","BOL","Poverty: Poverty rates",10
"2063","BOL","Poverty: Shared prosperity",4
"2064","BOL","Private Sector & Trade: Business environment",54
"2065","BOL","Private Sector & Trade: Exports",23
"2066","BOL","Private Sector & Trade: Imports",23
"2067","BOL","Private Sector & Trade: Private infrastructure investment",8
"2068","BOL","Private Sector & Trade: Tariffs",24
"2069","BOL","Private Sector & Trade: Total merchandise trade",1
"2070","BOL","Private Sector & Trade: Trade facilitation",16
"2071","BOL","Private Sector & Trade: Trade indexes",5
"2072","BOL","Private Sector & Trade: Trade price indices",2
"2073","BOL","Private Sector & Trade: Travel & tourism",10
"2074","BOL","Public Sector: Conflict & fragility",6
"2075","BOL","Public Sector: Defense & arms trade",7
"2076","BOL","Public Sector: Government finance",1
"2077","BOL","Public Sector: Government finance: Deficit & financing",10
"2078","BOL","Public Sector: Government finance: Expense",13
"2079","BOL","Public Sector: Government finance: Revenue",22
"2080","BOL","Public Sector: Policy & institutions",67
"2081","BOL","Social Protection & Labor: Economic activity",74
"2082","BOL","Social Protection & Labor: Labor force structure",28
"2083","BOL","Social Protection & Labor: Migration",5
"2084","BOL","Social Protection & Labor: Performance",27
"2085","BOL","Social Protection & Labor: Unemployment",24
"2086","BOL","Trade",1
"2087","BRA","Economic Policy & Debt: Balance of payments: Capital & financial account",11
"2088","BRA","Economic Policy & Debt: Balance of payments: Current account: Balances",4
"2089","BRA","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"2090","BRA","Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"2091","BRA","Economic Policy & Debt: Balance of payments: Reserves & other items",6
"2092","BRA","Economic Policy & Debt: External debt: Debt outstanding",9
"2093","BRA","Economic Policy & Debt: External debt: Debt ratios & other items",11
"2094","BRA","Economic Policy & Debt: External debt: Debt service",5
"2095","BRA","Economic Policy & Debt: External debt: Net flows",18
"2096","BRA","Economic Policy & Debt: National accounts: Adjusted savings & income",28
"2097","BRA","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"2098","BRA","Economic Policy & Debt: National accounts: Growth rates",16
"2099","BRA","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",7
"2100","BRA","Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"2101","BRA","Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"2102","BRA","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",4
"2103","BRA","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"2104","BRA","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"2105","BRA","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",4
"2106","BRA","Economic Policy & Debt: National accounts: Shares of GDP & other",25
"2107","BRA","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"2108","BRA","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"2109","BRA","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"2110","BRA","Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"2111","BRA","Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"2112","BRA","Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"2113","BRA","Economic Policy & Debt: Official development assistance",58
"2114","BRA","Economic Policy & Debt: Purchasing power parity",13
"2115","BRA","Education: Efficiency",15
"2116","BRA","Education: Inputs",42
"2117","BRA","Education: Outcomes",40
"2118","BRA","Education: Participation",44
"2119","BRA","Employment and Time Use",1
"2120","BRA","Environment: Agricultural production",13
"2121","BRA","Environment: Biodiversity & protected areas",7
"2122","BRA","Environment: Density & urbanization",12
"2123","BRA","Environment: Emissions",42
"2124","BRA","Environment: Energy production & use",27
"2125","BRA","Environment: Freshwater",9
"2126","BRA","Environment: Land use",24
"2127","BRA","Environment: Natural resources contribution to GDP",6
"2128","BRA","Financial Sector: Access",15
"2129","BRA","Financial Sector: Assets",12
"2130","BRA","Financial Sector: Capital markets",7
"2131","BRA","Financial Sector: Exchange rates & prices",10
"2132","BRA","Financial Sector: Interest rates",5
"2133","BRA","Financial Sector: Monetary holdings (liabilities)",4
"2134","BRA","Gender: Agency",2
"2135","BRA","Gender: Participation & access",2
"2136","BRA","Gender: Public life & decision making",1
"2137","BRA","Health",2
"2138","BRA","Health: Disease prevention",21
"2139","BRA","Health: Health systems",22
"2140","BRA","Health: Mortality",39
"2141","BRA","Health: Nutrition",25
"2142","BRA","Health: Population: Dynamics",9
"2143","BRA","Health: Population: Structure",58
"2144","BRA","Health: Reproductive health",16
"2145","BRA","Health: Risk factors",23
"2146","BRA","Health: Universal Health Coverage",12
"2147","BRA","Infrastructure: Communications",13
"2148","BRA","Infrastructure: Technology",13
"2149","BRA","Infrastructure: Transportation",10
"2150","BRA","Poverty: Income distribution",9
"2151","BRA","Poverty: Poverty rates",9
"2152","BRA","Poverty: Shared prosperity",4
"2153","BRA","Private Sector & Trade: Business environment",52
"2154","BRA","Private Sector & Trade: Exports",23
"2155","BRA","Private Sector & Trade: Imports",23
"2156","BRA","Private Sector & Trade: Private infrastructure investment",8
"2157","BRA","Private Sector & Trade: Tariffs",24
"2158","BRA","Private Sector & Trade: Total merchandise trade",1
"2159","BRA","Private Sector & Trade: Trade facilitation",16
"2160","BRA","Private Sector & Trade: Trade indexes",5
"2161","BRA","Private Sector & Trade: Trade price indices",2
"2162","BRA","Private Sector & Trade: Travel & tourism",10
"2163","BRA","Public Sector: Conflict & fragility",6
"2164","BRA","Public Sector: Defense & arms trade",8
"2165","BRA","Public Sector: Government finance",1
"2166","BRA","Public Sector: Government finance: Deficit & financing",10
"2167","BRA","Public Sector: Government finance: Expense",13
"2168","BRA","Public Sector: Government finance: Revenue",22
"2169","BRA","Public Sector: Policy & institutions",49
"2170","BRA","Social Protection & Labor: Economic activity",74
"2171","BRA","Social Protection & Labor: Labor force structure",28
"2172","BRA","Social Protection & Labor: Migration",5
"2173","BRA","Social Protection & Labor: Performance",27
"2174","BRA","Social Protection & Labor: Unemployment",24
"2175","BRA","Trade",1
"2176","BRB","Economic Policy & Debt: Balance of payments: Capital & financial account",11
"2177","BRB","Economic Policy & Debt: Balance of payments: Current account: Balances",4
"2178","BRB","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"2179","BRB","Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"2180","BRB","Economic Policy & Debt: Balance of payments: Reserves & other items",5
"2181","BRB","Economic Policy & Debt: External debt: Net flows",2
"2182","BRB","Economic Policy & Debt: National accounts: Adjusted savings & income",26
"2183","BRB","Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"2184","BRB","Economic Policy & Debt: National accounts: Growth rates",6
"2185","BRB","Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",5
"2186","BRB","Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"2187","BRB","Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"2188","BRB","Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",13
"2189","BRB","Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"2190","BRB","Economic Policy & Debt: National accounts: Shares of GDP & other",23
"2191","BRB","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"2192","BRB","Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
